"","times_snp_appears"
"244139",2
"244142",2
"244151",1
"244154",1
"244160",2
"244166",2
"244169",2
"244178",2
"244190",1
"244192",2
"244205",4
"244211",1
"244262",1
"244270",2
"244286",1
"244316",0
"244318",0
"244321",0
"244322",0
"244325",0
"244337",0
"244338",0
"244340",0
"244433",1
"244450",2
"244451",2
"244463",3
"244466",4
"244479",2
"244484",2
"244487",2
"244502",1
"244517",2
"244545",2
"244547",2
"244556",2
"244562",2
"244574",2
"244583",2
"244593",1
"244616",1
"244631",1
"244634",1
"244637",1
"244655",1
"244661",1
"244667",1
"244668",1
"244670",1
"244685",1
"244688",1
"244690",1
"244698",1
"244700",1
"244701",1
"244710",1
"244716",1
"244726",1
"244733",2
"244780",1
"244781",2
"244818",2
"244839",1
"244855",1
"244864",2
"244867",2
"244870",1
"244885",5
"244894",4
"244897",4
"244903",4
"244909",2
"244912",3
"244918",3
"244927",2
"244933",1
"244936",1
"244938",1
"244940",1
"244941",1
"244954",5
"244957",5
"244960",4
"244966",6
"244966.1",1
"244972",6
"244975",5
"244981",5
"244987",3
"244993",3
"245004",3
"245008",3
"245014",3
"245017",3
"245020",3
"245028",1
"245035",2
"245056",1
"245062",1
"245068",2
"245071",2
"245080",2
"245086",1
"245086.1",1
"245089",2
"245092",1
"245098",1
"245104",1
"245106",1
"245107",1
"245110",1
"245116",2
"245119",2
"245124",2
"245128",2
"245143",1
"245145",1
"245152",1
"245153",1
"245158",1
"245164",3
"245164.1",1
"245176",2
"245179",3
"245182",2
"245182.1",2
"245185",2
"245191",2
"245194",2
"245200",2
"245215",2
"245218",1
"245221",3
"245224",3
"245230",3
"245233",3
"245236",3
"245239",3
"245266",1
"245308",1
"245311",1
"245323",2
"245331",3
"245332",3
"245335",3
"245338",3
"245344",2
"245431",3
"245434",3
"245437",3
"245458",3
"245461",3
"245473",3
"245527",6
"245531",5
"245551",4
"245554",4
"245560",4
"245563",4
"245565",4
"245566",4
"245572",3
"245577",2
"245587",2
"245591",2
"245595",2
"245611",1
"245623",1
"245626",1
"245628",1
"245635",1
"245644",1
"245650",1
"245659",1
"245662",1
"245671",2
"245672",1
"245677",2
"245683",1
"245686",1
"245689",1
"245689.1",1
"245692",1
"245698",1
"245707",1
"245713",2
"245728",3
"245731",3
"245740",4
"245743",1
"245773",2
"245776",1
"245784",1
"245785",1
"245788",1
"245791",1
"245805",1
"245812",4
"245818",4
"245824",3
"245839",3
"245842",3
"245848",2
"245857",2
"245859",3
"245860",3
"245866",3
"245869",4
"245872",3
"245887",2
"245908",0
"245914",0
"245920",0
"245923",0
"245931",0
"245935",0
"245941",0
"245959",0
"245962",0
"245971",2
"245980",1
"245983",3
"245989",3
"245992",3
"245998",4
"246001",4
"246007",3
"246010",3
"246013",3
"246016",3
"246019",3
"246034",8
"246040",2
"246046",2
"246058",2
"246067",1
"246084",1
"246151",1
"246163",1
"246190",5
"246195",4
"246196",4
"246202",4
"246232",1
"246238",1
"246247",1
"246250",6
"246256",3
"246267",1
"246268",1
"246280",1
"246283",6
"246286",6
"246304",1
"246307",1
"246316",1
"246319",1
"246334",1
"246343",1
"246352",2
"246356",3
"246357",3
"246361",3
"246364",3
"246370",6
"246379",3
"246385",3
"246388",3
"246391",3
"246392",3
"246394",3
"246415",2
"246418",2
"246421",2
"246430",2
"246439",2
"246442",2
"246444",2
"246445",2
"246451",2
"246465",1
"246520",2
"246523",1
"246544",1
"246571",1
"246576",1
"246655",2
"246749",1
"246781",3
"246801",2
"246903",1
"246928",1
"246931",1
"247113",1
"247134",1
"247144",0
"247187",1
"247282",2
"247336",2
"247345",2
"247397",0
"247416",2
"247417",2
"247446",1
"247450",1
"247774",1
"247910",1
"248048",1
"248051",1
"248207",0
"248216",1
"248240",1
"248286",1
"248387",1
"248763",1
"248912",6
"248915",6
"248981",1
"249000",1
"249014",1
"249050",1
"249053",1
"249071",2
"249077",2
"249083",1
"249090",1
"249091",1
"249094",1
"249095",1
"249100",1
"249102",1
"249110",1
"249113",1
"249125",0
"249135",0
"249141",1
"249151",1
"249230",0
"249233",0
"249303",1
"249317",1
"249331",3
"249363",2
"249413",1
"249417",1
"249508",1
"249782",1
"249788",1
"250180",1
"250349",1
"250508",1
"250536",1
"250551",1
"250628",1
"250687",2
"250692",2
"250698",2
"250701",1
"250702",1
"250724",3
"250732",1
"250739",2
"250766",1
"250772",1
"250775",1
"250776",1
"250790",2
"250812",1
"250815",2
"250821",2
"250831",2
"250840",2
"250844",2
"250852",2
"250856",1
"250900",1
"250901",1
"250925",2
"250936",1
"250937",1
"250951",3
"250955",0
"250961",1
"250985",1
"250987",1
"251000",2
"251005",2
"251024",1
"251026",1
"251039",1
"251044",1
"251071",5
"251077",5
"251079",1
"251079.1",1
"251096",4
"251109",2
"251114",1
"251127",5
"251144",4
"251147",1
"251155",4
"251156",1
"251164",5
"251194",3
"251204",1
"251210",7
"251210.1",3
"251213",1
"251213.1",3
"251221",1
"251222",4
"251224",4
"251225",1
"251227",1
"251228",4
"251239",2
"251240",2
"251246",2
"251249",3
"251263",2
"251271",1
"251275",1
"251277",2
"251278",2
"251278.1",1
"251279",1
"251320",0
"251327",1
"251332",2
"251333",2
"251337",2
"251343",1
"251347",3
"251365",1
"251367",1
"251381",2
"251383",3
"251402",1
"251407",1
"251413",1
"251413.1",1
"251414",1
"251414.1",1
"251416",1
"251417",1
"251422",2
"251423",2
"251431",4
"251438",0
"251450",2
"251458",0
"251482",1
"251488",0
"251501",1
"251502",1
"251506",1
"251507",1
"251514",1
"251518",2
"251521",1
"251535",3
"251537",3
"251542",3
"251543",3
"251545",2
"251546",2
"251547",1
"251548",0
"251551",3
"251552",2
"251560",0
"251561",2
"251561.1",1
"251565",1
"251583",1
"251590",2
"251591",2
"251592",1
"251619",1
"251623",2
"251625",3
"251626",6
"251630",1
"251630.1",5
"251633",2
"251633.1",3
"251635",1
"251637",1
"251638",1
"251639",2
"251648",2
"251651",2
"251653",3
"251654",1
"251654.1",1
"251655",1
"251656",0
"251657",2
"251659",3
"251663",2
"251668",2
"251673",1
"251674",1
"251675",3
"251679",6
"251686",2
"251686.1",2
"251692",2
"251693",2
"251694",2
"251696",2
"251701",1
"251704",3
"251704.1",1
"251705",5
"251713",0
"251716",0
"251724",0
"251725",0
"251727",0
"251733",3
"251745",2
"251748",3
"251758",1
"251759",3
"251761",1
"251782",2
"251784",1
"251787",3
"251788",1
"251806",2
"251818",1
"251819",1
"251821",2
"251834",1
"251840",1
"251842",2
"251845",2
"251846",2
"251848",1
"251849",1
"251854",2
"251854.1",2
"251855",2
"251855.1",2
"251855.2",2
"251856",2
"251857",1
"251858",2
"251858.1",1
"251859",1
"251881",2
"251888",3
"251889",3
"251891",3
"251893",1
"251896",3
"251897",3
"251899",1
"251901",1
"251920",1
"251935",1
"251935.1",1
"251936",2
"251938",3
"251939",1
"251939.1",1
"251946",1
"251947",1
"251953",3
"251957",2
"251959",1
"251960",2
"251962",1
"251963",1
"251965",3
"251965.1",1
"251966",0
"251971",2
"251972",2
"251977",0
"251978",1
"251979",3
"252001",2
"252001.1",1
"252002",1
"252003",2
"252003.1",1
"252006",1
"252010",2
"252011",1
"252011.1",1
"252013",1
"252026",3
"252034",1
"252038",2
"252061",4
"252064",2
"252066",2
"252073",1
"252074",1
"252077",2
"252082",3
"252082.1",1
"252083",1
"252103",1
"252104",1
"252117",0
"252121",1
"252122",1
"252130",1
"252131",2
"252132",1
"252133",1
"252133.1",1
"252139",1
"252140",3
"252151",4
"252152",4
"252153",4
"252184",2
"252190",2
"252191",1
"252193",2
"252195",2
"252199",3
"252199.1",2
"252200",1
"252200.1",2
"252202",1
"252203",2
"252208",0
"252209",1
"252216",2
"252235",1
"252252",1
"252262",1
"252264",0
"252264.1",2
"252264.2",1
"252265",1
"252268",1
"252269",2
"252270",2
"252272",1
"252273",2
"252277",1
"252279",1
"252283",1
"252285",2
"252305",1
"252310",3
"252311",1
"252311.1",1
"252313",1
"252313.1",1
"252320",0
"252328",1
"252340",1
"252501",1
"252508",1
"252513",3
"252519",5
"252525",6
"252528",6
"252528.1",0
"252531",15
"252556",2
"252559",1
"252579",1
"252598",1
"252599",2
"252623",1
"252662",1
"252685",1
"252689",1
"252694",2
"252703",2
"252721",2
"252722",2
"252731",2
"252734",1
"252747",1
"252751",1
"252752",1
"252753",1
"252755",1
"252756",1
"252760",1
"252762",1
"252764",1
"252772",1
"252777",1
"252778",1
"252780",1
"252784",1
"252785",1
"252788",1
"252794",1
"252795",1
"252823",1
"252825",1
"252828",1
"252838",1
"252840",1
"252841",2
"252842",1
"252842.1",1
"252847",1
"252849",1
"252851",1
"252853",1
"252859",1
"252876",1
"252887",3
"252900",3
"252900.1",2
"252908",3
"252920",1
"252931",1
"252932",1
"252955",1
"252956",2
"252965",1
"252967",1
"252976",1
"252977",1
"252988",1
"252991",1
"252996",1
"253020",1
"255609",1
"255613",1
"255614",1
"255843",1
"255846",1
"255855",1
"255867",1
"255868",2
"255870",2
"255882",1
"255883",4
"255888",1
"255891",2
"255895",1
"255915",1
"255925",3
"255930",3
"255964",1
"255975",2
"255983",2
"255993",1
"255997",1
"255998",1
"256005",1
"256006",1
"256010",1
"256020",2
"256023",1
"256026",1
"256029",1
"256030",1
"256035",1
"256043",1
"256046",1
"256047",1
"256055",2
"256056",6
"256062",1
"256063",1
"256064",1
"256064.1",1
"256065",2
"256065.1",1
"256066",0
"256077",4
"256083",3
"256086",1
"256089",2
"256090",1
"256093",1
"256094",1
"256101",3
"256101.1",1
"256116",2
"256144",0
"256159",1
"256172",1
"256183",1
"256194",1
"256212",1
"256220",1
"256225",1
"256254",1
"256283",2
"256292",3
"256298",3
"256298.1",0
"256299",6
"256308",1
"256309",6
"256323",1
"256325",1
"256331",1
"256332",1
"256341",1
"256451",2
"256471",2
"256474",2
"256509",1
"256514",1
"256515",1
"256567",1
"256632",1
"256696",1
"256730",2
"256759",1
"256762",1
"256815",1
"256855",1
"256894",1
"256905",1
"256911",1
"257068",1
"257101",1
"257104",1
"257107",1
"257116",1
"257118",1
"257125",1
"257146",1
"257149",1
"257164",1
"257209",1
"257212",1
"257218",1
"257287",1
"257360",1
"257389",1
"257606",2
"257644",1
"257660",1
"257663",1
"257681",1
"257862",2
"257868",1
"257879",1
"257889",1
"257905",0
"257929",1
"257932",1
"257937",1
"257940",1
"257941",1
"257947",1
"258009",1
"258154",1
"258725",1
"258883",1
"259420",1
"261530",1
"263879",1
"263900",1
"263901",1
"263902",1
"263909",1
"263913",1
"263918",1
"263961",1
"264058",1
"264077",0
"264091",2
"264100",2
"264106",2
"264109",2
"264124",2
"264139",2
"264141",2
"264145",2
"264353",1
"264479",0
"264570",1
"264586",1
"264592",1
"264623",1
"264682",2
"264739",1
"264742",1
"264762",1
"264784",3
"264934",1
"264961",1
"264970",1
"264991",3
"265069",1
"265226",3
"267942",1
"268066",0
"268090",1
"268094",0
"268158",1
"268242",3
"268295",1
"268376",1
"268517",2
"268547",1
"268575",1
"268581",1
"268592",2
"268648",1
"268665",1
"268706",2
"268721",2
"268733",2
"268847",1
"268854",1
"268912",1
"268931",1
"268933",3
"268994",4
"269017",1
"269114",1
"269261",2
"269360",4
"269393",1
"269394",1
"269427",1
"269441",1
"269468",1
"269472",3
"269498",1
"269525",1
"269588",1
"269602",1
"269612",1
"269743",1
"269793",1
"269814",1
"269883",1
"269910",1
"269958",1
"269963",1
"269983",1
"270100",1
"270117",1
"270121",2
"270247",1
"270252",1
"270330",1
"270536",1
"270540",1
"270557",2
"270590",2
"270595",1
"270686",2
"270687",2
"270782",1
"270796",1
"270880",0
"270886",0
"270912",1
"270961",1
"271039",2
"271184",2
"271359",2
"271588",1
"271660",1
"271704",1
"271713",1
"271787",1
"271801",2
"271804",2
"271810",1
"271858",1
"271880",1
"271937",1
"271964",2
"272018",1
"272033",1
"272033.1",1
"272069",2
"272114",2
"272168",2
"272201",2
"272213",2
"272243",1
"272261",1
"272279",1
"272363",1
"272412",1
"272426",1
"272488",1
"272570",2
"272600",0
"272606",0
"272678",2
"272687",2
"272711",1
"272732",1
"272732.1",2
"272756",1
"272783",1
"272784",1
"272786",1
"272813",2
"272831",2
"272838",1
"272843",1
"272913",1
"273024",0
"273101",0
"273195",0
"273215",1
"273380",1
"273403",1
"273419",1
"273572",0
"273624",2
"274086",1
"274149",1
"274164",1
"274190",1
"274519",1
"274692",1
"274706",1
"274780",1
"275195",1
"275234",1
"275235",1
"275247",1
"275250",1
"275253",1
"275350",2
"275361",1
"275518",1
"275643",1
"275738",1
"275787",1
"275845",1
"276152",1
"276186",1
"276236",1
"276240",1
"276390",1
"276840",1
"276856",1
"276891",1
"277008",1
"277014",1
"277017",1
"277020",1
"277050",2
"277056",2
"277062",1
"277074",1
"277077",1
"277232",2
"277263",1
"277605",1
"277611",1
"277624",1
"277671",1
"277693",1
"277694",1
"277698",1
"277701",1
"277726",1
"277728",1
"277743",2
"277746",1
"277749",2
"277764",1
"277769",1
"277770",1
"277776",1
"277777",1
"277779",1
"277785",1
"277788",1
"277833",1
"277850",1
"277851",1
"277854",1
"277866",1
"277893",1
"277911",1
"277923",1
"277947",1
"277956",1
"277962",1
"277977",2
"277989",1
"277998",1
"278010",2
"278023",2
"278047",2
"278059",2
"278062",1
"278071",1
"278092",1
"278101",1
"278107",1
"278149",1
"278188",1
"278302",1
"278308",1
"278329",1
"278332",1
"278338",1
"278344",1
"278365",1
"278371",1
"278375",1
"278398",1
"278407",1
"278410",1
"278416",1
"278420",1
"278422",1
"278425",1
"278428",1
"278431",1
"278434",1
"278437",1
"278443",1
"278455",1
"278458",1
"278461",1
"278465",1
"278488",1
"278497",1
"278512",1
"278536",1
"278542",1
"278548",1
"278551",1
"278554",1
"278566",1
"278590",1
"278593",1
"278596",1
"278614",1
"278620",1
"278629",1
"278635",1
"278650",1
"278656",1
"278662",1
"278677",1
"278680",1
"278683",1
"278689",1
"278692",1
"278698",1
"278701",1
"278707",1
"278728",1
"278731",1
"278740",1
"278743",1
"278749",1
"278752",1
"278764",1
"278770",1
"278773",1
"278782",1
"278788",1
"278791",1
"278803",1
"278812",1
"278818",1
"278821",1
"278823",1
"278833",1
"278836",1
"278837",1
"278839",1
"278842",1
"278848",1
"278851",1
"278858",1
"278860",1
"278881",1
"278887",1
"278890",1
"278897",1
"278899",1
"278902",1
"278905",1
"278920",1
"278923",1
"278929",2
"278938",1
"278941",1
"278947",1
"278971",1
"278980",1
"278992",1
"278998",1
"279004",1
"279010",1
"279013",1
"279019",1
"279022",1
"279031",1
"279034",1
"279037",1
"279049",1
"279058",1
"279061",1
"279088",1
"279091",1
"279097",1
"279100",1
"279109",1
"279112",1
"279121",1
"279124",1
"279136",1
"279139",1
"279140",1
"279142",1
"279165",1
"279167",1
"279168",1
"279175",1
"279184",1
"279190",1
"279211",1
"279217",1
"279227",1
"279232",1
"279238",1
"279247",1
"279250",1
"279265",1
"279277",1
"279289",1
"279292",1
"279301",1
"279310",1
"279319",1
"279322",1
"279325",1
"279337",1
"279346",1
"279348",1
"279349",1
"279370",1
"279374",1
"279409",1
"279412",1
"279415",1
"279430",1
"279433",1
"279438",2
"279439",1
"279441",3
"279442",1
"279445",1
"279451",1
"279459",1
"279466",1
"279478",1
"279484",1
"279493",1
"279498",1
"279499",1
"279502",1
"279503",1
"279536",1
"279539",1
"279561",1
"279583",1
"279584",1
"279596",1
"279611",1
"279623",1
"279626",1
"279627",1
"279630",1
"279632",1
"279635",1
"279638",1
"279641",1
"279643",1
"279644",1
"279647",1
"279650",1
"279662",1
"279677",1
"279683",1
"279708",1
"279709",2
"279709.1",1
"279716",1
"279722",2
"279728",1
"279731",1
"279734",1
"279737",1
"279740",1
"279798",1
"279803",1
"279813",2
"279815",1
"279819",2
"279821",1
"279824",1
"279839",1
"279842",1
"279845",1
"279848",1
"279878",1
"279881",1
"279905",1
"279917",1
"280011",1
"280017",1
"280470",0
"280551",1
"280585",1
"280651",1
"280809",2
"280847",1
"280947",2
"281082",2
"281136",1
"281558",3
"281805",1
"281996",0
"282001",0
"282002",0
"282037",1
"282316",0
"282586",1
"282601",1
"282610",1
"282637",1
"283260",1
"283351",1
"283541",1
"283614",0
"283776",1
"283831",1
"283835",1
"284181",1
"284185",1
"284189",1
"284380",2
"284425",0
"284469",2
"284576",1
"284615",1
"285191",0
"285294",1
"285416",1
"285768",1
"285793",1
"285821",1
"285837",1
"286110",1
"286619",2
"286658",1
"286677",1
"286680",2
"286682",2
"286701",0
"286985",1
"286998",5
"287042",5
"287090",0
"287138",6
"287143",4
"287449",2
"287478",1
"287485",1
"287506",1
"288997",2
"288999",2
"289002",2
"289015",2
"289190",0
"289643",0
"289716",1
"289853",0
"290714",1
"290822",0
"290872",1
"290889",1
"290909",1
"290966",1
"291003",1
"291045",0
"291055",1
"291098",0
"291184",0
"291261",0
"291584",1
"291679",1
"291843",0
"291942",0
"292254",1
"292377",1
"292947",1
"293124",1
"293130",1
"293377",0
"293391",1
"293557",1
"293672",1
"293682",1
"293718",1
"293788",1
"293864",1
"293908",1
"293998",1
"294029",2
"294083",1
"294091",2
"294224",1
"294404",1
"294991",1
"295102",1
"295110",1
"295116",1
"295122",1
"295131",1
"295134",1
"295141",2
"295146",2
"295155",1
"295164",1
"295182",1
"295183",1
"295185",1
"295200",1
"295218",4
"295224",1
"295228",1
"295230",1
"295233",1
"295239",1
"295245",0
"295281",1
"295284",1
"295290",1
"295293",1
"295296",1
"295320",1
"295374",1
"295380",1
"295395",1
"295398",1
"295438",1
"295439",1
"295462",1
"295463",1
"295488",1
"295503",1
"295512",1
"295554",1
"295556",1
"295593",1
"295611",1
"295620",1
"295653",1
"295677",1
"295689",1
"295713",1
"295737",1
"295881",1
"295968",1
"295976",1
"295980",1
"295983",1
"295992",1
"296007",1
"296013",2
"296016",2
"296041",1
"296130",1
"296133",1
"296139",1
"296142",1
"296392",1
"296436",1
"296481",1
"296940",1
"297692",1
"297702",1
"297706",1
"297709",1
"297710",1
"297750",1
"297755",1
"297758",1
"297770",1
"297772",1
"297777",1
"297779",1
"297781",1
"297786",1
"297790",1
"297798",2
"297807",2
"297818",1
"297826",1
"297827",1
"297839",1
"297840",1
"297854",0
"297860",0
"297878",0
"297882",0
"299097",1
"301535",1
"301615",3
"301627",3
"301629",3
"301656",1
"301677",1
"301689",1
"301699",1
"301700",3
"301707",3
"301710",3
"301711",3
"301712",3
"301725",2
"301734",1
"301760",0
"301767",2
"301801",0
"301888",0
"301894",0
"301897",0
"301921",0
"301927",0
"301936",0
"301959",0
"301972",1
"302234",1
"302439",1
"302464",1
"302514",1
"302541",0
"302547",0
"302556",0
"302578",0
"302754",0
"302755",0
"302854",0
"302889",0
"303111",1
"303129",1
"303285",1
"303426",2
"303433",1
"303434",1
"303583",1
"303591",1
"303603",2
"303609",2
"303610",2
"303613",2
"303625",2
"303630",3
"303636",3
"303637",3
"303648",3
"303651",3
"303655",3
"303658",3
"303660",3
"303664",3
"303676",3
"303677",3
"303678",3
"303679",1
"303696",6
"303705",5
"303720",1
"303780",0
"303786",1
"303795",1
"303798",1
"303804",1
"303807",1
"303816",1
"303825",2
"303825.1",1
"303828",2
"303831",2
"303832",1
"303834",2
"303843",2
"303846",2
"303849",2
"303855",2
"303858",1
"303862",1
"303864",1
"303867",1
"303873",1
"303879",3
"303882",5
"303883",5
"303885",5
"303892",2
"303903",1
"303906",2
"303909",2
"303915",1
"303918",1
"303924",1
"303933",1
"303942",1
"303945",1
"303951",2
"303954",2
"303957",2
"303969",1
"303975",1
"303978",1
"303978.1",1
"303981",0
"303984",0
"303990",2
"303993",2
"303996",3
"303999",2
"304005",2
"304008",2
"304012",2
"304014",1
"304014.1",3
"304018",2
"304023",1
"304029",1
"304032",1
"304038",1
"304048",1
"304050",1
"304056",1
"304080",2
"304083",2
"304089",2
"304096",2
"304098",2
"304101",2
"304102",2
"304107",2
"304149",1
"304155",1
"304164",1
"304218",0
"304329",1
"304411",1
"304515",1
"304518",1
"304612",1
"304627",1
"304675",1
"304726",2
"304741",1
"304788",2
"304812",1
"304815",1
"304842",1
"305123",1
"305136",1
"305138",1
"305210",1
"305753",1
"305777",2
"305904",1
"305986",1
"306108",1
"306257",1
"306278",1
"306431",1
"306519",1
"306603",1
"306773",1
"306998",2
"307181",2
"307256",1
"307352",1
"307548",1
"307618",1
"307776",1
"308345",1
"308375",1
"308670",1
"308804",1
"308969",1
"309242",2
"309677",3
"309764",1
"310173",1
"310187",1
"310232",1
"310353",1
"310382",1
"310562",1
"310666",1
"310967",1
"311057",2
"311609",1
"311870",1
"311903",1
"312227",1
"312269",1
"312621",2
"313245",1
"313604",1
"313622",1
"313829",2
"314162",1
"314270",1
"314349",1
"314711",1
"314798",1
"314928",1
"315065",1
"315173",1
"315179",1
"315311",1
"315318",1
"315320",1
"315350",1
"315362",1
"315704",1
"315794",1
"315944",1
"316004",2
"316019",2
"316025",2
"316085",2
"316142",2
"316157",2
"316190",1
"316220",3
"316349",0
"316438",1
"316441",1
"316477",1
"316517",1
"316572",1
"316582",3
"316803",1
"317098",3
